"level_0","index","IsHoliday","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","Type","Size"
"1178","1178","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1179","1179","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1180","1180","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1181","1181","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1182","1182","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1183","1183","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1184","1184","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1185","1185","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1186","1186","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1187","1187","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1188","1188","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1189","1189","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1190","1190","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1191","1191","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1192","1192","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1193","1193","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1194","1194","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1195","1195","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1196","1196","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1197","1197","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1198","1198","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1199","1199","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1200","1200","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1201","1201","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1202","1202","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1203","1203","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1204","1204","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1205","1205","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1206","1206","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1207","1207","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1208","1208","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1209","1209","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1210","1210","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1211","1211","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1212","1212","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1213","1213","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1214","1214","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1215","1215","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1216","1216","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1217","1217","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1218","1218","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1219","1219","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1220","1220","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1221","1221","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1222","1222","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1223","1223","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1224","1224","0","80.44","2.759","0","0","0","0","0","210.8967606","7.808","3","151315"
"1225","1225","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1226","1226","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1227","1227","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1228","1228","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1229","1229","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1230","1230","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1231","1231","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1232","1232","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1233","1233","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1234","1234","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1235","1235","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1236","1236","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1237","1237","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1238","1238","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1239","1239","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1240","1240","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1241","1241","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1242","1242","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1243","1243","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1244","1244","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1245","1245","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1246","1246","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1247","1247","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1248","1248","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1249","1249","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1250","1250","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1251","1251","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1252","1252","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1253","1253","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1254","1254","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1255","1255","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1256","1256","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1257","1257","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1258","1258","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1259","1259","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1260","1260","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1261","1261","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1262","1262","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1263","1263","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1264","1264","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1265","1265","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1266","1266","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1267","1267","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1268","1268","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1269","1269","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1270","1270","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1271","1271","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1272","1272","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1273","1273","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1274","1274","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1275","1275","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1276","1276","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1277","1277","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1278","1278","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1279","1279","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1280","1280","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1281","1281","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1282","1282","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1283","1283","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1284","1284","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1285","1285","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1286","1286","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1287","1287","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1288","1288","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1289","1289","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1290","1290","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1291","1291","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1292","1292","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1293","1293","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1294","1294","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1295","1295","0","80.69","2.705","0","0","0","0","0","211.1764278","7.808","3","151315"
"1296","1296","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1297","1297","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1298","1298","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1299","1299","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1300","1300","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1301","1301","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1302","1302","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1303","1303","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1304","1304","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1305","1305","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1306","1306","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1307","1307","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1308","1308","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1309","1309","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1310","1310","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1311","1311","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1312","1312","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1313","1313","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1314","1314","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1315","1315","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1316","1316","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1317","1317","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1318","1318","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1319","1319","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1320","1320","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1321","1321","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1322","1322","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1323","1323","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1324","1324","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1325","1325","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1326","1326","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1327","1327","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1328","1328","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1329","1329","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1330","1330","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1331","1331","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1332","1332","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1333","1333","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1334","1334","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1335","1335","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1336","1336","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1337","1337","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1338","1338","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1339","1339","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1340","1340","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1341","1341","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1342","1342","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1343","1343","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1344","1344","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1345","1345","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1346","1346","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1347","1347","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1348","1348","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1349","1349","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1350","1350","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1351","1351","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1352","1352","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1353","1353","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1354","1354","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1355","1355","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1356","1356","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1357","1357","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1358","1358","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1359","1359","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1360","1360","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1361","1361","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1362","1362","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1363","1363","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1364","1364","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1365","1365","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1366","1366","0","80.43","2.668","0","0","0","0","0","211.4560951","7.808","3","151315"
"1367","1367","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1368","1368","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1369","1369","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1370","1370","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1371","1371","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1372","1372","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1373","1373","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1374","1374","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1375","1375","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1376","1376","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1377","1377","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1378","1378","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1379","1379","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1380","1380","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1381","1381","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1382","1382","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1383","1383","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1384","1384","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1385","1385","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1386","1386","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1387","1387","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1388","1388","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1389","1389","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1390","1390","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1391","1391","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1392","1392","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1393","1393","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1394","1394","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1395","1395","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1396","1396","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1397","1397","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1398","1398","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1399","1399","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1400","1400","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1401","1401","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1402","1402","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1403","1403","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1404","1404","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1405","1405","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1406","1406","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1407","1407","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1408","1408","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1409","1409","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1410","1410","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1411","1411","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1412","1412","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1413","1413","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1414","1414","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1415","1415","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1416","1416","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1417","1417","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1418","1418","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1419","1419","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1420","1420","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1421","1421","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1422","1422","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1423","1423","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1424","1424","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1425","1425","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1426","1426","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1427","1427","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1428","1428","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1429","1429","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1430","1430","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1431","1431","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1432","1432","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1433","1433","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1434","1434","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1435","1435","0","84.11","2.637","0","0","0","0","0","211.4537719","7.808","3","151315"
"1436","1436","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1437","1437","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1438","1438","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1439","1439","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1440","1440","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1441","1441","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1442","1442","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1443","1443","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1444","1444","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1445","1445","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1446","1446","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1447","1447","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1448","1448","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1449","1449","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1450","1450","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1451","1451","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1452","1452","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1453","1453","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1454","1454","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1455","1455","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1456","1456","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1457","1457","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1458","1458","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1459","1459","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1460","1460","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1461","1461","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1462","1462","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1463","1463","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1464","1464","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1465","1465","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1466","1466","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1467","1467","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1468","1468","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1469","1469","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1470","1470","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1471","1471","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1472","1472","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1473","1473","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1474","1474","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1475","1475","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1476","1476","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1477","1477","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1478","1478","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1479","1479","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1480","1480","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1481","1481","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1482","1482","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1483","1483","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1484","1484","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1485","1485","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1486","1486","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1487","1487","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1488","1488","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1489","1489","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1490","1490","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1491","1491","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1492","1492","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1493","1493","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1494","1494","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1495","1495","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1496","1496","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1497","1497","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1498","1498","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1499","1499","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
"1500","1500","0","84.34","2.653","0","0","0","0","0","211.3386526","7.808","3","151315"
